x,y,class
3.2309361913971255,0.053077847183984894,-1
4.959659003990503,0.1504096139669875,-1
1.5593765329083409,2.7987508101465903,-1
0.681217320844848,1.0034550091484606,-1
3.9582790966147803,4.271058636854545,1
2.0467249598484583,2.0326893418120577,-1
2.8401652990141164,1.3120390965631974,-1
2.663763958075134,3.972463698895727,1
2.7197199472030182,4.408586177749866,1
0.2779598244392423,0.7774770702216716,-1
4.5889481107390075,0.8921649987940322,1
4.143988216029356,2.5989026903591554,1
1.6021675798544406,4.292977614373657,1
3.20295547163232,0.6162796639282792,-1
3.3405709220316107,2.475520844346748,1
4.891666793793755,1.2230664679133652,1
4.329278187756833,3.1307900692692394,1
1.0070263758541798,1.746337892720331,-1
0.3884454197746162,1.7557065462948551,-1
0.6447606151787322,0.11128253261251442,-1
0.9711877907186472,0.7762928023708154,-1
4.137070341121231,3.352475224044034,1
0.4808444231463299,1.09426036765546,-1
1.8723536505134453,2.231199026644701,-1
0.9357397247116139,4.388897433851639,1
1.0038463016213957,3.8365304863800214,1
0.6858111847807236,3.23292623185314,-1
0.650650208079469,3.1089364806623,-1
0.03605360965757032,3.728151680984225,-1
4.127287769780844,1.7370237059809006,1
2.9650557364183694,2.8582340146101815,1
2.893908999134043,2.9058395457510313,1
0.842841487913456,0.31416494050486465,-1
3.04214950821377,3.403636009991482,1
4.846410315223743,3.3768675017025633,1
4.6678208886791435,0.24929064264745227,1
2.6720153283676695,2.4962548971871157,-1
0.022551561979830548,4.0552213599560405,-1
4.249652613910904,3.4024839214939457,1
2.2086728983155384,1.900972389496565,-1
4.66424253399191,2.8792872489161185,1
1.8573732878118931,0.7693225130863413,-1
4.624196653039768,4.242337859453055,1
3.2125495623729265,2.786493836613379,1
2.1638414828254366,0.14588479592846815,-1
1.4424033610319271,3.379984850050154,1
4.431579942171141,2.1791002664606824,1
3.8376345905755658,3.9064303458701377,1
3.285748569688629,2.519934437163476,1
3.550884309248792,0.6996589768587747,-1
3.2251519483493007,4.303337994666723,1
